audiofile	scorefile	metadatafile	audiombid	workmbid	symbtrname	tonicfile	tonicfreq
audio/6-01_Sedaraban_Saz_Semai/6-01_Sedaraban_Saz_Semai.mp3	score/sedaraban--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/6-01_Sedaraban_Saz_Semai/metadata.json	612634a2-a285-4ecd-8200-4c020acd0141	1eb2ca1e-249b-424c-9ff5-0e1561590257	sedaraban--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/6-01_Sedaraban_Saz_Semai/tonic.json	220.0
audio/6-01_Pesrev/6-01_Pesrev.mp3	score/saba--pesrev--devrikebir----tanburi_buyuk_osman_bey.txt	audio/6-01_Pesrev/metadata.json	fe69785f-6e3f-483a-b562-18087150f57f	4b6540da-6806-4521-aa86-389615d475e7	saba--pesrev--devrikebir----tanburi_buyuk_osman_bey	audio/6-01_Pesrev/tonic.json	661.7
audio/53_Karcigar_Pesrev_(Mansur_Ney)/53_Karcigar_Pesrev_(Mansur_Ney).mp3	score/karcigar--pesrev--cifteduyek----tatyos_efendi.txt	audio/53_Karcigar_Pesrev_(Mansur_Ney)/metadata.json	5940213a-dc5c-4c7f-972e-161243fd1011	01510767-677e-4c52-aed4-3e18e2fd2c61	karcigar--pesrev--cifteduyek----tatyos_efendi	audio/53_Karcigar_Pesrev_(Mansur_Ney)/tonic.json	449.0
audio/52_Karcigar_Pesrev_(Kiz_Ney)/52_Karcigar_Pesrev_(Kiz_Ney).mp3	score/karcigar--pesrev--cifteduyek----tatyos_efendi.txt	audio/52_Karcigar_Pesrev_(Kiz_Ney)/metadata.json	b01042b9-18c1-4e1e-9380-4353190945b2	01510767-677e-4c52-aed4-3e18e2fd2c61	karcigar--pesrev--cifteduyek----tatyos_efendi	audio/52_Karcigar_Pesrev_(Kiz_Ney)/tonic.json	502.0
audio/51_Isfahan_Saz_Semai_(Mansur_Ney)/51_Isfahan_Saz_Semai_(Mansur_Ney).mp3	score/isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/51_Isfahan_Saz_Semai_(Mansur_Ney)/metadata.json	6e09f713-046b-4f45-b9e0-fa0051e3db08	128bbaa3-e7f2-417e-924e-0eac99880556	isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/51_Isfahan_Saz_Semai_(Mansur_Ney)/tonic.json	444.0
audio/50_Isfahan_Saz_Semai_(Kiz_Ney)/50_Isfahan_Saz_Semai_(Kiz_Ney).mp3	score/isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/50_Isfahan_Saz_Semai_(Kiz_Ney)/metadata.json	a31b2683-a2ba-4262-9312-fa7d2d8d737b	128bbaa3-e7f2-417e-924e-0eac99880556	isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/50_Isfahan_Saz_Semai_(Kiz_Ney)/tonic.json	496.0
audio/5-30_Suzidilara_Pesrevi/5-30_Suzidilara_Pesrevi.mp3	score/suzidilara--pesrev--agirduyek----iii_selim.txt	audio/5-30_Suzidilara_Pesrevi/metadata.json	ef9fea7b-10d9-4574-9e88-bc30aac9bc18	72222f36-76f1-4663-a5bf-d16f7af09dfa	suzidilara--pesrev--agirduyek----iii_selim	audio/5-30_Suzidilara_Pesrevi/tonic.json	262.8
audio/5-19_Pesendide_Saz_Semaisi/5-19_Pesendide_Saz_Semaisi.mp3	score/pesendide--sazsemaisi--aksaksemai----iii_selim.txt	audio/5-19_Pesendide_Saz_Semaisi/metadata.json	eba54363-c93f-4e63-8aff-d7a35d60dd04	d1086c07-fb1f-4eb2-9585-9f22ea850f12	pesendide--sazsemaisi--aksaksemai----iii_selim	audio/5-19_Pesendide_Saz_Semaisi/tonic.json	261.6
audio/5-07_Kurdilihicazkar_Pesrev/5-07_Kurdilihicazkar_Pesrev.mp3	score/kurdilihicazkar--pesrev--agirduyek----vasilaki.txt	audio/5-07_Kurdilihicazkar_Pesrev/metadata.json	b44c4a66-e640-437a-b750-632d9ac0b51a	e3691957-a2bd-4e40-8041-582af3a02b4e	kurdilihicazkar--pesrev--agirduyek----vasilaki	audio/5-07_Kurdilihicazkar_Pesrev/tonic.json	146.0
audio/5-04_Neva_Saz_Semai/5-04_Neva_Saz_Semai.mp3	score/neva--sazsemaisi--aksaksemai----yusuf_ziya_pasa.txt	audio/5-04_Neva_Saz_Semai/metadata.json	50c24abc-b6c9-4f5f-840e-479f5917ebcd	014f1baa-8650-4e9a-85d2-d388ff856e86	neva--sazsemaisi--aksaksemai----yusuf_ziya_pasa	audio/5-04_Neva_Saz_Semai/tonic.json	330.6
audio/41_Huseyni_Pesrev_(Mansur_Ney)/41_Huseyni_Pesrev_(Mansur_Ney).mp3	score/huseyni--pesrev--devrikebir----kul_mehmet.txt	audio/41_Huseyni_Pesrev_(Mansur_Ney)/metadata.json	8ee7ab25-16d6-4728-8dca-7399275aa74c	28fa678e-2a5e-4d2a-ac78-b116b2794bdf	huseyni--pesrev--devrikebir----kul_mehmet	audio/41_Huseyni_Pesrev_(Mansur_Ney)/tonic.json	451.0
audio/40_Huseyni_Pesrev_(Kiz_Ney)/40_Huseyni_Pesrev_(Kiz_Ney).mp3	score/huseyni--pesrev--devrikebir----kul_mehmet.txt	audio/40_Huseyni_Pesrev_(Kiz_Ney)/metadata.json	b95910bf-a427-464f-906c-29e8d54b29a1	28fa678e-2a5e-4d2a-ac78-b116b2794bdf	huseyni--pesrev--devrikebir----kul_mehmet	audio/40_Huseyni_Pesrev_(Kiz_Ney)/tonic.json	503.0
audio/4-51_Zavil_Pesrevi/4-51_Zavil_Pesrevi.mp3	score/zavil--pesrev--hafif----zeki_mehmet_aga.txt	audio/4-51_Zavil_Pesrevi/metadata.json	084d3868-f5b9-423b-8da4-f3e21f752221	38fe4825-4ccd-464c-b08c-49a9423decfc	zavil--pesrev--hafif----zeki_mehmet_aga	audio/4-51_Zavil_Pesrevi/tonic.json	261.0
audio/4-18_Acemkurdi_Sazsemaisi/4-18_Acemkurdi_Sazsemaisi.mp3	score/acemkurdi--sazsemaisi--aksaksemai----muallim_ismail_hakki_bey.txt	audio/4-18_Acemkurdi_Sazsemaisi/metadata.json	dce94bb4-447a-439c-a1d6-20e8551aa85f	e5654095-0ec2-4017-a503-ab8ca7dc993e	acemkurdi--sazsemaisi--aksaksemai----muallim_ismail_hakki_bey	audio/4-18_Acemkurdi_Sazsemaisi/tonic.json	249.5
audio/4-08_Muhayyer_Saz_Semai/4-08_Muhayyer_Saz_Semai.mp3	score/muhayyer--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/4-08_Muhayyer_Saz_Semai/metadata.json	ef2e11e0-0afc-409f-a692-339afb80200e	ac003195-9ea0-4d8e-8420-2d6c269e98f6	muhayyer--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/4-08_Muhayyer_Saz_Semai/tonic.json	165.0
audio/4-07_Ferahfeza_Pesrev/4-07_Ferahfeza_Pesrev.mp3	score/ferahfeza--pesrev--muhammes----tanburi_cemil_bey.txt	audio/4-07_Ferahfeza_Pesrev/metadata.json	b29c8d9d-2b3e-4ae0-a8be-483be9b48d92	6f2b316f-f951-4453-9233-2b62e16fcd05	ferahfeza--pesrev--muhammes----tanburi_cemil_bey	audio/4-07_Ferahfeza_Pesrev/tonic.json	219.0
audio/4-06_Acemasiran_Pesrev/4-06_Acemasiran_Pesrev.mp3	score/acemasiran--pesrev--devrikebir----dede_salih_efendi.txt	audio/4-06_Acemasiran_Pesrev/metadata.json	c3eb4ecc-2602-4804-be04-47740b8fa3bd	01412a5d-1858-43b3-b5b0-78f383675e9b	acemasiran--pesrev--devrikebir----dede_salih_efendi	audio/4-06_Acemasiran_Pesrev/tonic.json	260.0
audio/4-05_Sevkefza_Pesrev/4-05_Sevkefza_Pesrev.mp3	score/sevkefza--pesrev--sakil----numan_aga.txt	audio/4-05_Sevkefza_Pesrev/metadata.json	fae6382d-3dda-4488-ba45-f29320a83bf0	46f277e0-5e56-46a6-bfbf-af894e93be64	sevkefza--pesrev--sakil----numan_aga	audio/4-05_Sevkefza_Pesrev/tonic.json	261.6
audio/4-04_Ferahfeza_Saz_Semai/4-04_Ferahfeza_Saz_Semai.mp3	score/ferahfeza--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/4-04_Ferahfeza_Saz_Semai/metadata.json	b0331c31-cd49-461c-8cf9-b490b008c92f	8512dbe6-fe9e-4095-810a-fe9db639d788	ferahfeza--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/4-04_Ferahfeza_Saz_Semai/tonic.json	220.0
audio/37_Hicaz-Humayun_Saz_Semai_(Mansur_Ney)/37_Hicaz-Humayun_Saz_Semai_(Mansur_Ney).mp3	score/hicaz-humayun--sazsemaisi--aksaksemai----veli_dede.txt	audio/37_Hicaz-Humayun_Saz_Semai_(Mansur_Ney)/metadata.json	9d0b294c-d40e-40e2-b991-3aa47f61dd95	3cea4b37-3225-4bfc-9d8e-ffd990f56689	hicaz-humayun--sazsemaisi--aksaksemai----veli_dede	audio/37_Hicaz-Humayun_Saz_Semai_(Mansur_Ney)/tonic.json	451.6
audio/3-48_Sevkefza_Saz_Semaisi/3-48_Sevkefza_Saz_Semaisi.mp3	score/sevkefza--sazsemaisi--aksaksemai----said_dede.txt	audio/3-48_Sevkefza_Saz_Semaisi/metadata.json	e625d1c5-1d72-400c-8ced-661ee012f7ab	7d338307-ca89-4b5c-b93e-c797d0a4bf8d	sevkefza--sazsemaisi--aksaksemai----said_dede	audio/3-48_Sevkefza_Saz_Semaisi/tonic.json	232.7
audio/3-47_Sevkefza_Pesrevi/3-47_Sevkefza_Pesrevi.mp3	score/sevkefza--pesrev--sakil----numan_aga.txt	audio/3-47_Sevkefza_Pesrevi/metadata.json	12aed1a8-d0dc-4919-b3d2-9df5033bfa10	46f277e0-5e56-46a6-bfbf-af894e93be64	sevkefza--pesrev--sakil----numan_aga	audio/3-47_Sevkefza_Pesrevi/tonic.json	232.7
audio/3-30_Segah_Saz_Semaisi/3-30_Segah_Saz_Semaisi.mp3	score/segah--sazsemaisi--aksaksemai----nayi_osman_dede.txt	audio/3-30_Segah_Saz_Semaisi/metadata.json	79980bd6-e8b7-4dfc-9503-cde95bb8d410	611c119a-62a0-4238-bb18-9ffe50d84d8b	segah--sazsemaisi--aksaksemai----nayi_osman_dede	audio/3-30_Segah_Saz_Semaisi/tonic.json	164.6
audio/3-29_Segah_Pesrevi_(Kabak_Devri)/3-29_Segah_Pesrevi_(Kabak_Devri).mp3	score/segah--pesrev--devrikebir----nayi_osman_dede.txt	audio/3-29_Segah_Pesrevi_(Kabak_Devri)/metadata.json	79b7f9ff-0bff-446a-83d6-3b90a9ce0d44	88038af9-6d66-4569-bc2e-3da5a12c6f6f	segah--pesrev--devrikebir----nayi_osman_dede	audio/3-29_Segah_Pesrevi_(Kabak_Devri)/tonic.json	163.9
audio/3-13_Huzzam_Sazsemaisi/3-13_Huzzam_Sazsemaisi.mp3	score/huzzam--sazsemaisi--aksaksemai----udi_nevres_bey.txt	audio/3-13_Huzzam_Sazsemaisi/metadata.json	61bda447-a3d0-4ee4-a0cd-8216bde0bb81	10cddd5e-6bd8-4c69-8561-0d0541f46f34	huzzam--sazsemaisi--aksaksemai----udi_nevres_bey	audio/3-13_Huzzam_Sazsemaisi/tonic.json	274.0
audio/3-09_Evcara_Saz_Semaisi/3-09_Evcara_Saz_Semaisi.mp3	score/evcara--sazsemaisi--aksaksemai----dilhayat_kalfa.txt	audio/3-09_Evcara_Saz_Semaisi/metadata.json	972e07d0-a46b-4924-8551-3669c99006ac	a094df54-addb-4d43-a06f-fcae06df9132	evcara--sazsemaisi--aksaksemai----dilhayat_kalfa	audio/3-09_Evcara_Saz_Semaisi/tonic.json	441.0
audio/3-04_Nisaburek_Pesrev/3-04_Nisaburek_Pesrev.mp3	score/nisaburek--pesrev--muhammes----tanburi_buyuk_osman_bey.txt	audio/3-04_Nisaburek_Pesrev/metadata.json	0bdf5169-354a-4365-9e8a-6b252361ed0f	2b0c812d-f589-44f8-8152-7f94906acbcf	nisaburek--pesrev--muhammes----tanburi_buyuk_osman_bey	audio/3-04_Nisaburek_Pesrev/tonic.json	330.6
audio/3-03_Suzidil_Pesrev/3-03_Suzidil_Pesrev.mp3	score/suzidil--pesrev--devrikebir----tanburi_ali_efendi.txt	audio/3-03_Suzidil_Pesrev/metadata.json	b72bc43d-4f90-4a06-88bf-081d0cd639aa	40300628-d472-4232-81ce-df599f4fbacc	suzidil--pesrev--devrikebir----tanburi_ali_efendi	audio/3-03_Suzidil_Pesrev/tonic.json	248.0
audio/3-01_Sehnaz_Pesrev/3-01_Sehnaz_Pesrev.mp3	score/sehnaz--pesrev--zencir----kemani_ali_aga.txt	audio/3-01_Sehnaz_Pesrev/metadata.json	a4ae59f3-6917-43de-85b6-c8b4a033a3f0	d1bb61c1-a779-4515-81f6-cda83473374a	sehnaz--pesrev--zencir----kemani_ali_aga	audio/3-01_Sehnaz_Pesrev/tonic.json	331.0
audio/3-01_Pesrev/3-01_Pesrev.mp3	score/neva--pesrev--devrikebir----zeki_mehmet_aga.txt	audio/3-01_Pesrev/metadata.json	91b26f77-d1f8-4db8-9a5c-e6d4769372d7	22dde19f-a82b-48a2-ab74-6320775031b4	neva--pesrev--devrikebir----zeki_mehmet_aga	audio/3-01_Pesrev/tonic.json	331.0
audio/3-01_Hicazkar_Pesrev/3-01_Hicazkar_Pesrev.mp3	score/hicazkar--pesrev--muhammes----tanburi_cemil_bey.txt	audio/3-01_Hicazkar_Pesrev/metadata.json	8d82f1d1-abd3-4b58-97b3-189e773287e1	211a71a2-cd77-4948-9566-0315988329e5	hicazkar--pesrev--muhammes----tanburi_cemil_bey	audio/3-01_Hicazkar_Pesrev/tonic.json	196.0
audio/28_Ferah-Feza_Saz_Semai_(Mansur_Ney)/28_Ferah-Feza_Saz_Semai_(Mansur_Ney).mp3	score/ferahfeza--sazsemaisi--aksaksemai----serif_muhittin_targan.txt	audio/28_Ferah-Feza_Saz_Semai_(Mansur_Ney)/metadata.json	e3a22684-d237-48b5-ac27-e9b77ddd3c18	80a81c87-eb6e-40dc-b69a-e0712b4374f2	ferahfeza--sazsemaisi--aksaksemai----serif_muhittin_targan	audio/28_Ferah-Feza_Saz_Semai_(Mansur_Ney)/tonic.json	296.0
audio/27_Ferah-Feza_Saz_Semai_(Kiz_Ney)/27_Ferah-Feza_Saz_Semai_(Kiz_Ney).mp3	score/ferahfeza--sazsemaisi--aksaksemai----serif_muhittin_targan.txt	audio/27_Ferah-Feza_Saz_Semai_(Kiz_Ney)/metadata.json	5183cdc7-dc4f-4dc4-8ae0-d0f75f90b787	80a81c87-eb6e-40dc-b69a-e0712b4374f2	ferahfeza--sazsemaisi--aksaksemai----serif_muhittin_targan	audio/27_Ferah-Feza_Saz_Semai_(Kiz_Ney)/tonic.json	332.0
audio/24_Kurdili_Hicazkar_Pesrev/24_Kurdili_Hicazkar_Pesrev.mp3	score/kurdilihicazkar--pesrev--agirduyek----vasilaki.txt	audio/24_Kurdili_Hicazkar_Pesrev/metadata.json	4ac225ac-578b-49b1-b288-33bd9bf89486	e3691957-a2bd-4e40-8041-582af3a02b4e	kurdilihicazkar--pesrev--agirduyek----vasilaki	audio/24_Kurdili_Hicazkar_Pesrev/tonic.json	221.5
audio/23_Evc-Ara_Saz_Semai_(Mansur_Ney)/23_Evc-Ara_Saz_Semai_(Mansur_Ney).mp3	score/evcara--sazsemaisi--aksaksemai----dilhayat_kalfa.txt	audio/23_Evc-Ara_Saz_Semai_(Mansur_Ney)/metadata.json	270f572d-9370-4499-bfcb-7b27aa6b8b65	a094df54-addb-4d43-a06f-fcae06df9132	evcara--sazsemaisi--aksaksemai----dilhayat_kalfa	audio/23_Evc-Ara_Saz_Semai_(Mansur_Ney)/tonic.json	365.2
audio/22_Evc-Ara_Saz_Semai_(Kiz_Ney)/22_Evc-Ara_Saz_Semai_(Kiz_Ney).mp3	score/evcara--sazsemaisi--aksaksemai----dilhayat_kalfa.txt	audio/22_Evc-Ara_Saz_Semai_(Kiz_Ney)/metadata.json	e82ecd55-4d36-4c05-8fe0-d697db1cc9b5	a094df54-addb-4d43-a06f-fcae06df9132	evcara--sazsemaisi--aksaksemai----dilhayat_kalfa	audio/22_Evc-Ara_Saz_Semai_(Kiz_Ney)/tonic.json	410.5
audio/20_Hicaz_Humayun_Pesrevi/20_Hicaz_Humayun_Pesrevi.mp3	score/hicaz-humayun--pesrev--cenber----veli_dede.txt	audio/20_Hicaz_Humayun_Pesrevi/metadata.json	62235177-7400-44f6-ada6-39c115423507	ef388aef-3948-4ad5-a759-729f2686ade4	hicaz-humayun--pesrev--cenber----veli_dede	audio/20_Hicaz_Humayun_Pesrevi/tonic.json	324.9
audio/2-54_sevkefza_saz_semaisi__neyzen_said_dede_/2-54_sevkefza_saz_semaisi__neyzen_said_dede_.mp3	score/sevkefza--sazsemaisi--aksaksemai----said_dede.txt	audio/2-54_sevkefza_saz_semaisi__neyzen_said_dede_/metadata.json	cedb5e7f-f409-4c73-a7d8-1eb3aecdd482	7d338307-ca89-4b5c-b93e-c797d0a4bf8d	sevkefza--sazsemaisi--aksaksemai----said_dede	audio/2-54_sevkefza_saz_semaisi__neyzen_said_dede_/tonic.json	132.0
audio/2-46_evcara_saz_semaisi__dilhayat_kalfa_/2-46_evcara_saz_semaisi__dilhayat_kalfa_.mp3	score/evcara--sazsemaisi--aksaksemai----dilhayat_kalfa.txt	audio/2-46_evcara_saz_semaisi__dilhayat_kalfa_/metadata.json	3e5bbb95-bea4-440f-b94d-bfd766d21fb7	a094df54-addb-4d43-a06f-fcae06df9132	evcara--sazsemaisi--aksaksemai----dilhayat_kalfa	audio/2-46_evcara_saz_semaisi__dilhayat_kalfa_/tonic.json	139.0
audio/2-38_suzdil_pesrev__tanburi_ali_efendi_/2-38_suzdil_pesrev__tanburi_ali_efendi_.mp3	score/suzidil--pesrev--devrikebir----tanburi_ali_efendi.txt	audio/2-38_suzdil_pesrev__tanburi_ali_efendi_/metadata.json	c49b942f-a23a-43e5-b3e2-e76f500cde96	40300628-d472-4232-81ce-df599f4fbacc	suzidil--pesrev--devrikebir----tanburi_ali_efendi	audio/2-38_suzdil_pesrev__tanburi_ali_efendi_/tonic.json	124.7
audio/2-30_sehnaz_pesrev__kemani_ali_aga_/2-30_sehnaz_pesrev__kemani_ali_aga_.mp3	score/sehnaz--pesrev--zencir----kemani_ali_aga.txt	audio/2-30_sehnaz_pesrev__kemani_ali_aga_/metadata.json	29d61834-995b-4a7a-918f-dece85cd76c2	d1bb61c1-a779-4515-81f6-cda83473374a	sehnaz--pesrev--zencir----kemani_ali_aga	audio/2-30_sehnaz_pesrev__kemani_ali_aga_/tonic.json	164.6
audio/2-28_sultani_yegah_saz_semaisi__haci_arif_bey_/2-28_sultani_yegah_saz_semaisi__haci_arif_bey_.mp3	score/sultaniyegah--sazsemaisi--aksaksemai----kanuni_haci_arif_bey.txt	audio/2-28_sultani_yegah_saz_semaisi__haci_arif_bey_/metadata.json	de92d1f9-c972-4f08-a2cb-a7b2d114d7d1	2e898944-fdac-44c4-a523-47ef94767d45	sultaniyegah--sazsemaisi--aksaksemai----kanuni_haci_arif_bey	audio/2-28_sultani_yegah_saz_semaisi__haci_arif_bey_/tonic.json	220.0
audio/2-23_yegah_saz_semaisi__aziz_dede_/2-23_yegah_saz_semaisi__aziz_dede_.mp3	score/yegah--sazsemaisi--aksaksemai----neyzen_aziz_dede.txt	audio/2-23_yegah_saz_semaisi__aziz_dede_/metadata.json	5889b038-303c-44d4-97d8-dfdacc78d8ff	8457bce2-07f0-4502-ae86-19b61c6bb77e	yegah--sazsemaisi--aksaksemai----neyzen_aziz_dede	audio/2-23_yegah_saz_semaisi__aziz_dede_/tonic.json	109.5
audio/2-20_Buselik_Saz_Semaisi/2-20_Buselik_Saz_Semaisi.mp3	score/buselik--sazsemaisi--aksaksemai----mutlu_torun.txt	audio/2-20_Buselik_Saz_Semaisi/metadata.json	2f356ede-270c-4632-a072-0e421ecd2212	bbdb01a7-a8d9-4571-861c-3de1b671a498	buselik--sazsemaisi--aksaksemai----mutlu_torun	audio/2-20_Buselik_Saz_Semaisi/tonic.json	446.0
audio/2-19_isfahan_saz_semaisi__tanburi_cemil_bey_/2-19_isfahan_saz_semaisi__tanburi_cemil_bey_.mp3	score/isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey.txt	audio/2-19_isfahan_saz_semaisi__tanburi_cemil_bey_/metadata.json	83b80177-e653-4992-bf54-200361f61c9b	128bbaa3-e7f2-417e-924e-0eac99880556	isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey	audio/2-19_isfahan_saz_semaisi__tanburi_cemil_bey_/tonic.json	164.6
audio/2-17_Bayati_Pesrev/2-17_Bayati_Pesrev.mp3	score/beyati--pesrev--hafif----seyfettin_osmanoglu.txt	audio/2-17_Bayati_Pesrev/metadata.json	d82708b9-30ef-4eb3-bf39-56aa4c57aab8	831d4801-0562-491f-922b-f6f987d19b3d	beyati--pesrev--hafif----seyfettin_osmanoglu	audio/2-17_Bayati_Pesrev/tonic.json	248.4
